TF1	TF2	corrE_A375	corrIE_A375	corrEZ_A375	corrIEZ_A375	Zobs(TCPS)_A375	p_value_A375	FDR_A375	negLog10_FDR_A375	corrE_HT29	corrIE_HT29	corrEZ_HT29	corrIEZ_HT29	Zobs(TCPS)_HT29	p_value_HT29	FDR_HT29	negLog10_FDR_HT29	negLog10_FDR_SUM
DR1	ENO1	-0.18254	0.1653	-0.18461	0.16684000000000002	-3.26103	0.00111007	0.0336261	1.47332	-0.40331	0.11703	-0.4276	0.11757000000000001	-4.30997	1.63276e-05	0.0103402	1.98547	3.459
DR1	MXI1	-0.18254	0.1653	-0.18461	0.16684000000000002	-3.26103	0.00111007	0.0336261	1.47332	-0.40331	0.11703	-0.4276	0.11757000000000001	-4.30997	1.63276e-05	0.0103402	1.98547	3.459
BCL6	ZBTB7A	-0.30761	0.06506	-0.3179	0.06515	-3.55436	0.000378901	0.0183174	1.7371400000000001	-0.40909	0.07076	-0.43451999999999996	0.07087	-3.9955199999999995	6.455319999999999e-05	0.0189953	1.72135	3.458
ILF3	TCF7L2	0.50154	0.18263	0.55137	0.18470999999999999	3.40219	0.0006684880000000001	0.0255351	1.59286	0.6786800000000001	0.28908	0.8266600000000001	0.29756	4.18291	2.87802e-05	0.0137812	1.8607099999999999	3.454
TSC22D3	ZBTB7A	-0.37375	0.016659999999999998	-0.39278	0.016659999999999998	-3.7991099999999998	0.000145214	0.010890500000000001	1.96295	-0.46967	-0.04079	-0.50964	-0.04081	-3.70646	0.000210178	0.032469200000000004	1.48853	3.451
TBX2	TBX5	-0.1158	-0.46142	-0.11632	-0.49912	3.55189	0.000382475	0.018427000000000002	1.73455	-0.28026	-0.65759	-0.28796	-0.78856	3.95762	7.56994e-05	0.020327599999999998	1.6919099999999998	3.426
TBX3	TBX5	-0.1158	-0.46142	-0.11632	-0.49912	3.55189	0.000382475	0.018427000000000002	1.73455	-0.28026	-0.65759	-0.28796	-0.78856	3.95762	7.56994e-05	0.020327599999999998	1.6919099999999998	3.426
CREBBP	SP3	-0.27026999999999995	0.13502999999999998	-0.27716	0.13585	-3.83229	0.000126955	0.010054299999999999	1.99765	-0.33100999999999997	0.11404	-0.34396	0.11454	-3.62471	0.000289285	0.037776199999999996	1.42278	3.420
PHB2	SOX17	-0.44017	-0.058710000000000005	-0.47243999999999997	-0.05878	-3.8383	0.000123891	0.00988334	2.0051	-0.42522	-0.00212	-0.45403999999999994	-0.00212	-3.57277	0.00035322800000000003	0.041650900000000005	1.38038	3.385
HOXA1	IFI16	-0.7230800000000001	-0.49653	-0.91406	-0.5447	-3.42729	0.000609643	0.0241987	1.6162100000000001	-0.76048	-0.45119	-0.99735	-0.4862	-4.04103	5.3216099999999994e-05	0.017434	1.7586	3.375
POU4F2	SIX1	0.45353999999999994	0.08634	0.48915	0.08656	3.7356199999999995	0.000187251	0.0125066	1.9028599999999998	0.46055	0.03424	0.498	0.034260000000000006	3.66624	0.000246145	0.03490719999999999	1.45708	3.360
RNF14	SIX1	0.48141000000000006	0.12433	0.52482	0.12498	3.71015	0.000207133	0.013128299999999999	1.88179	0.50558	0.09308	0.55678	0.09335	3.6637199999999996	0.000248577	0.0349571	1.45646	3.338
SFPQ	TCFL5	-0.17478	0.19225	-0.17659	0.19468	-3.44499	0.000571082	0.023309200000000002	1.63247	-0.53417	-0.09365	-0.59597	-0.09393	-3.969	7.21757e-05	0.019814500000000002	1.70302	3.335
SIX1	TSC22D3	0.21968000000000001	-0.16115	0.22332	-0.16257	3.5806400000000003	0.000342753	0.017257400000000003	1.76302	0.43526000000000004	-0.01454	0.46637	-0.01454	3.80195	0.000143561	0.027180400000000004	1.56574	3.329
DR1	HOXC13	-0.01605	-0.40636	-0.01605	-0.43123999999999996	3.8525	0.000116919	0.00968079	2.01409	0.18972999999999998	-0.24384	0.19205999999999998	-0.24885	3.4856800000000003	0.000490887	0.048536699999999995	1.3139299999999998	3.328
E2F4	TCF7L2	-0.68304	-0.45132	-0.8347899999999999	-0.48636	-3.2330099999999997	0.00122493	0.0355288	1.4494200000000002	-0.8032100000000001	-0.52048	-1.1076	-0.577	-4.19476	2.7316399999999998e-05	0.013323699999999999	1.8753799999999998	3.325
DENND4A	SP1	0.2921	-0.08223	0.30086	-0.08242000000000001	3.5564	0.000375968	0.01822	1.73945	0.30389	-0.1654	0.3138	-0.16693	3.80049	0.000144413	0.0272423	1.56476	3.304
KLF9	PAX2	-0.5028600000000001	-0.15066	-0.55313	-0.15181	-3.72381	0.000196235	0.012806399999999999	1.89257	-0.47362	-0.059570000000000005	-0.51473	-0.05964	-3.59781	0.000320903	0.039547399999999996	1.40288	3.295
KLF9	YEATS4	-0.5028600000000001	-0.15066	-0.55313	-0.15181	-3.72381	0.000196235	0.012806399999999999	1.89257	-0.47362	-0.059570000000000005	-0.51473	-0.05964	-3.59781	0.000320903	0.039547399999999996	1.40288	3.295
KLF9	RUVBL1	-0.5028600000000001	-0.15066	-0.55313	-0.15181	-3.72381	0.000196235	0.012806399999999999	1.89257	-0.47362	-0.059570000000000005	-0.51473	-0.05964	-3.59781	0.000320903	0.039547399999999996	1.40288	3.295
SFPQ	SP4	-0.44185	-0.14269	-0.47452	-0.14367	-3.0699099999999997	0.00214123	0.048446800000000005	1.31473	-0.50057	-0.00838	-0.55006	-0.00838	-4.28239	1.84895e-05	0.0108814	1.9633200000000002	3.278
APBB1	KLF4	0.43572	0.07509	0.46693	0.07522999999999999	3.6345699999999996	0.000278447	0.0153399	1.81418	0.45011999999999996	0.02076	0.48485	0.02077	3.6689	0.00024359700000000002	0.034773	1.45876	3.273
NRIP1	SETBP1	-0.20381	0.19034	-0.20670999999999998	0.19269	-3.7059699999999998	0.000210583	0.0132286	1.8784900000000002	-0.40966	0.01438	-0.4352	0.01438	-3.55427	0.000379037	0.043091500000000005	1.36561	3.244
KLF4	POU2F1	-0.27742	0.10780999999999999	-0.28488	0.10822999999999999	-3.6476699999999997	0.000264632	0.014955100000000002	1.8252099999999998	-0.51612	-0.1131	-0.57103	-0.11359000000000001	-3.6164	0.000298731	0.0385048	1.41448	3.240
HCFC1	YBX1	-0.36309	-0.03179	-0.38044	-0.0318	-3.2349799999999997	0.00121653	0.035373800000000004	1.4513200000000002	-0.39148	0.10048	-0.41355	0.10082	-4.06644	4.77375e-05	0.0163957	1.7852700000000001	3.237
EWSR1	HIC1	0.26542	-0.12534	0.27193	-0.12600999999999998	3.6924699999999997	0.00022209	0.013608199999999999	1.8662	0.46338999999999997	0.05517999999999999	0.50163	0.05524	3.5290199999999996	0.00041710099999999996	0.0450223	1.34657	3.213
BCL6	MYBL2	0.47	0.12592	0.51007	0.1266	3.5582300000000004	0.000373366	0.018121099999999998	1.7418200000000001	0.5483600000000001	0.15145999999999998	0.61603	0.15263	3.6635	0.000248793	0.0349571	1.45646	3.198
TCF7L2	ZNF143	0.5195	0.22934000000000002	0.5756600000000001	0.23349	3.1749099999999997	0.00149882	0.0396315	1.40196	0.54866	0.10008	0.61647	0.10041	4.07975	4.50835e-05	0.016154599999999998	1.7917	3.194
NCOA1	SP3	-0.36838000000000004	-0.008190000000000001	-0.38655	-0.008190000000000001	-3.51082	0.00044673	0.0202657	1.69324	-0.44064	-0.00183	-0.47302	-0.00183	-3.72514	0.000195206	0.0317112	1.49879	3.192
HEY2	SOX17	-0.45698999999999995	-0.10177	-0.4935	-0.10213	-3.6314900000000003	0.000281788	0.015403100000000001	1.8123900000000002	-0.47958999999999996	-0.07209	-0.52245	-0.07222	-3.55939	0.000371719	0.042584500000000004	1.37075	3.183
RUNX3	SALL4	-0.07017000000000001	0.2749	-0.07028999999999999	0.28215999999999997	-3.2703	0.00107435	0.0330125	1.48132	-0.48184	-0.0236	-0.5253800000000001	-0.0236	-3.96694	7.28005e-05	0.019947	1.70012	3.181
MAX	YBX1	-0.35196	0.01593	-0.36768	0.01593	-3.5595	0.000371556	0.018073500000000003	1.7429599999999998	-0.49916000000000005	-0.08852	-0.54818	-0.08876	-3.63208	0.000281143	0.037214	1.42929	3.172
DENND4A	NR1I2	0.24072	-0.08812	0.24554	-0.08835	3.0981	0.00194766	0.045973	1.3375	0.43106000000000005	-0.06319	0.46119	-0.06327	4.14626	3.37944e-05	0.014715	1.83224	3.170
GATA2	RFX1	0.43007	0.06542	0.45998	0.06551	3.66017	0.000252044	0.0145929	1.8358599999999998	0.46963999999999995	0.06817999999999999	0.50961	0.06829	3.4889699999999997	0.000484883	0.048283099999999995	1.3162	3.152
GATA6	TSG101	0.5133800000000001	0.20025	0.56731	0.20299	3.38049	0.000723573	0.026722199999999998	1.57313	0.61775	0.23476	0.72135	0.23922	3.8115699999999997	0.000138088	0.026672500000000002	1.57394	3.147
FOXP3	POU2F2	-0.28096	0.06773	-0.28872	0.06783	-3.3084300000000004	0.000938197	0.030649000000000003	1.51358	-0.48248	-0.03464	-0.5262100000000001	-0.03465	-3.88615	0.000101847	0.0232784	1.63305	3.147
E4F1	POU2F2	-0.48973999999999995	-0.19710999999999998	-0.53572	-0.19972	-3.11773	0.00182251	0.0441509	1.35506	-0.58339	-0.15325999999999998	-0.66759	-0.15448	-4.05649	4.98167e-05	0.0166288	1.7791400000000002	3.134
DENND4A	RBMX	-0.46369	-0.12418	-0.502	-0.12482	-3.4998099999999996	0.00046559300000000004	0.0207563	1.68285	-0.53771	-0.13859000000000002	-0.60093	-0.13949	-3.6480099999999998	0.000264278	0.03604980000000001	1.4431	3.126
E2F7	TCF7L2	-0.6702199999999999	-0.39585	-0.81114	-0.41872	-3.64129	0.00027127200000000003	0.0151355	1.82	-0.66435	-0.34658	-0.80057	-0.36155	-3.4707	0.000519095	0.04974919999999999	1.30321	3.123
POLR1A	TCF7L2	-0.6702199999999999	-0.39585	-0.81114	-0.41872	-3.64129	0.00027127200000000003	0.0151355	1.82	-0.66435	-0.34658	-0.80057	-0.36155	-3.4707	0.000519095	0.04974919999999999	1.30321	3.123
E2F8	TCF7L2	-0.6702199999999999	-0.39585	-0.81114	-0.41872	-3.64129	0.00027127200000000003	0.0151355	1.82	-0.66435	-0.34658	-0.80057	-0.36155	-3.4707	0.000519095	0.04974919999999999	1.30321	3.123
NFIL3	YBX1	-0.21475	0.14869000000000002	-0.21814	0.14981	-3.41415	0.000639805	0.024977799999999998	1.60245	-0.47978999999999994	-0.049280000000000004	-0.52271	-0.049319999999999996	-3.74243	0.00018224599999999998	0.030358600000000003	1.5177200000000002	3.120
BCL6	MXI1	-0.4617	-0.12936	-0.49946999999999997	-0.13009	-3.42746	0.0006092480000000001	0.024195599999999998	1.61626	-0.5588	-0.15871	-0.6310899999999999	-0.16005999999999998	-3.7238300000000004	0.00019622700000000002	0.0317149	1.49874	3.115
BCL6	ENO1	-0.4617	-0.12936	-0.49946999999999997	-0.13009	-3.42746	0.0006092480000000001	0.024195599999999998	1.61626	-0.5588	-0.15871	-0.6310899999999999	-0.16005999999999998	-3.7238300000000004	0.00019622700000000002	0.0317149	1.49874	3.115
MYCN	SP1	0.31488	-0.04567	0.32595999999999997	-0.0457	3.4486	0.000563507	0.0231267	1.63589	0.6239600000000001	0.25885	0.73146	0.26487	3.68871	0.000225393	0.033487699999999995	1.47512	3.111
HIF1A	REST	-0.28531	0.09294	-0.29345	0.0932	-3.58773	0.000333575	0.016978	1.7701099999999999	-0.50478	-0.11055999999999999	-0.5557	-0.11101	-3.5155800000000004	0.000438788	0.04598680000000001	1.3373700000000002	3.107
AATF	MXI1	-0.82826	-0.6844100000000001	-1.1825700000000001	-0.83736	-3.20315	0.00135931	0.037500599999999995	1.4259600000000001	-0.87521	-0.69538	-1.35493	-0.8583	-3.9262300000000003	8.628879999999999e-05	0.0213082	1.67145	3.097
AATF	ENO1	-0.82826	-0.6844100000000001	-1.1825700000000001	-0.83736	-3.20315	0.00135931	0.037500599999999995	1.4259600000000001	-0.87521	-0.69538	-1.35493	-0.8583	-3.9262300000000003	8.628879999999999e-05	0.0213082	1.67145	3.097
TFDP1	ZNF143	0.522	0.21398000000000003	0.57908	0.21734	3.3565699999999996	0.000789149	0.0278659	1.55493	0.38347	-0.07227	0.40412	-0.0724	3.7671900000000003	0.00016509400000000002	0.029130700000000002	1.53565	3.091
MEF2A	RUNX3	0.05563	-0.28846	0.05567999999999999	-0.29689	3.2715	0.0010698	0.0329341	1.48235	0.41302	-0.046810000000000004	0.43925	-0.04685	3.8429300000000004	0.000121576	0.0251553	1.5993700000000002	3.082
ECD	SF1	0.246	-0.12305999999999999	0.25115	-0.12369000000000001	3.4780599999999997	0.00050505	0.0217279	1.66298	0.4728	0.05662999999999999	0.51367	0.05669	3.61279	0.000302917	0.0386775	1.41254	3.076
APC	SMARCA4	0.39507	0.0848	0.41778999999999994	0.085	3.0878799999999997	0.00201592	0.0468723	1.3290799999999998	0.5931	0.17362	0.68243	0.17539000000000002	4.00851	6.11043e-05	0.018563999999999997	1.73133	3.060
PITX2	ZNF143	-0.04601	-0.36001	-0.04604	-0.37689	3.0699099999999997	0.00214123	0.048446800000000005	1.31473	0.35104	-0.14085999999999999	0.36663	-0.14181	4.0195	5.83227e-05	0.018197099999999997	1.74	3.055
KLF4	RARB	0.132	-0.24098000000000003	0.13277	-0.24581	3.51281	0.00044340199999999997	0.0202012	1.69462	0.37988	-0.0468	0.39993	-0.046830000000000004	3.5319300000000005	0.000412537	0.0447023	1.3496700000000001	3.044
MTF1	TWIST2	0.2627	-0.10615999999999999	0.26900999999999997	-0.10655999999999999	3.4848199999999996	0.000492464	0.021425599999999996	1.66907	0.31074	-0.12600999999999998	0.32136	-0.12668	3.5421300000000002	0.00039691300000000004	0.0440711	1.35585	3.025
SIX1	TCF4	0.23899	-0.11475999999999999	0.2437	-0.11527000000000001	3.3308199999999997	0.000865902	0.0293762	1.532	0.4626	0.030869999999999998	0.50062	0.03088	3.7135800000000003	0.00020435	0.032315300000000005	1.4905899999999999	3.023
CEBPE	EP300	-0.051460000000000006	-0.37156	-0.05151	-0.39023	3.14299	0.00167229	0.042061699999999994	1.37611	-0.11489	-0.54346	-0.1154	-0.60906	3.9027300000000005	9.5115e-05	0.0225699	1.64647	3.023
E2F1	FOXO4	-0.36637	-0.0167	-0.38422	-0.0167	-3.41022	0.00064911	0.025150299999999997	1.59946	-0.39566	0.03997	-0.41849	0.03999	-3.6245800000000004	0.00028942599999999996	0.037776199999999996	1.42278	3.022
HIF1A	TCF4	0.19902	-0.12792	0.20171	-0.12862	3.06515	0.0021756	0.0488606	1.31104	0.46695	0.0026100000000000003	0.50617	0.0026100000000000003	3.98096	6.86363e-05	0.0194682	1.7106700000000001	3.022
APC	TSC22D3	-0.37377	-0.01206	-0.3928	-0.01206	-3.5328	0.000411181	0.019294299999999997	1.7145700000000001	-0.46718999999999994	-0.06673	-0.50647	-0.06683	-3.47565	0.0005096090000000001	0.0496634	1.30396	3.019
DENND4A	IRF1	-0.35695	-0.007379999999999999	-0.37339	-0.007379999999999999	-3.39618	0.000683334	0.025895400000000002	1.5867799999999999	-0.54477	-0.15078	-0.6109100000000001	-0.15194000000000002	-3.62845	0.000285127	0.0375139	1.42581	3.013
NFIL3	POU4F1	0.59772	0.31235999999999997	0.6895899999999999	0.32316	3.4001	0.000673624	0.025655900000000002	1.59081	0.66502	0.33102	0.80177	0.34398	3.61915	0.000295575	0.038253800000000004	1.41733	3.008
PAX2	SMAD4	0.36717	0.03369	0.38515	0.0337	3.2611	0.00110982	0.0336261	1.47332	0.45465	0.01487	0.49054	0.01487	3.7605	0.00016957099999999998	0.029391900000000006	1.53177	3.005
SMAD4	YEATS4	0.36717	0.03369	0.38515	0.0337	3.2611	0.00110982	0.0336261	1.47332	0.45465	0.01487	0.49054	0.01487	3.7605	0.00016957099999999998	0.029391900000000006	1.53177	3.005
RUVBL1	SMAD4	0.36717	0.03369	0.38515	0.0337	3.2611	0.00110982	0.0336261	1.47332	0.45465	0.01487	0.49054	0.01487	3.7605	0.00016957099999999998	0.029391900000000006	1.53177	3.005
IFI16	MXI1	0.78685	0.60469	1.0631	0.7005100000000001	3.36449	0.0007668489999999999	0.027486400000000005	1.5608799999999998	0.80197	0.56794	1.1041	0.64447	3.6336800000000005	0.000279403	0.0371711	1.42979	2.991
ENO1	IFI16	0.78685	0.60469	1.0631	0.7005100000000001	3.36449	0.0007668489999999999	0.027486400000000005	1.5608799999999998	0.80197	0.56794	1.1041	0.64447	3.6336800000000005	0.000279403	0.0371711	1.42979	2.991
FOXG1	TP73	-0.76912	-0.5848800000000001	-1.01816	-0.66985	-3.2319299999999997	0.00122955	0.0355605	1.4490299999999998	-0.79856	-0.55045	-1.0946200000000001	-0.61903	-3.75985	0.000170013	0.029391900000000006	1.53177	2.981
CBX8	TP73	-0.76912	-0.5848800000000001	-1.01816	-0.66985	-3.2319299999999997	0.00122955	0.0355605	1.4490299999999998	-0.79856	-0.55045	-1.0946200000000001	-0.61903	-3.75985	0.000170013	0.029391900000000006	1.53177	2.981
TP73	ZBTB17	-0.76912	-0.5848800000000001	-1.01816	-0.66985	-3.2319299999999997	0.00122955	0.0355605	1.4490299999999998	-0.79856	-0.55045	-1.0946200000000001	-0.61903	-3.75985	0.000170013	0.029391900000000006	1.53177	2.981
NFIA	TP73	-0.76912	-0.5848800000000001	-1.01816	-0.66985	-3.2319299999999997	0.00122955	0.0355605	1.4490299999999998	-0.79856	-0.55045	-1.0946200000000001	-0.61903	-3.75985	0.000170013	0.029391900000000006	1.53177	2.981
TP73	ZBTB5	-0.76912	-0.5848800000000001	-1.01816	-0.66985	-3.2319299999999997	0.00122955	0.0355605	1.4490299999999998	-0.79856	-0.55045	-1.0946200000000001	-0.61903	-3.75985	0.000170013	0.029391900000000006	1.53177	2.981
KLF16	TP73	-0.76912	-0.5848800000000001	-1.01816	-0.66985	-3.2319299999999997	0.00122955	0.0355605	1.4490299999999998	-0.79856	-0.55045	-1.0946200000000001	-0.61903	-3.75985	0.000170013	0.029391900000000006	1.53177	2.981
POU2F2	POU4F1	0.35125	-0.00256	0.36687	-0.00256	3.42794	0.000608186	0.024184	1.61647	0.42708	0.00792	0.45631000000000005	0.00792	3.54484	0.00039285800000000005	0.043829900000000005	1.3582299999999998	2.975
KCNIP3	POU2F2	0.31206	-0.04372	0.32283	-0.04374	3.4014	0.000670408	0.025583099999999998	1.59205	0.35874	-0.07447000000000001	0.37544	-0.07461	3.558	0.000373695	0.0426727	1.36985	2.962
MXI1	SMARCA4	0.4982	0.17839000000000002	0.54691	0.18032	3.4015199999999997	0.0006701239999999999	0.0255772	1.59215	0.6600699999999999	0.33245	0.79293	0.34558	3.53661	0.00040529199999999997	0.044455800000000004	1.35207	2.944
ENO1	SMARCA4	0.4982	0.17839000000000002	0.54691	0.18032	3.4015199999999997	0.0006701239999999999	0.0255772	1.59215	0.6600699999999999	0.33245	0.79293	0.34558	3.53661	0.00040529199999999997	0.044455800000000004	1.35207	2.944
E2F6	FOXO3	0.57952	0.31103000000000003	0.66173	0.32169000000000003	3.1552700000000002	0.00160352	0.041132300000000004	1.38582	0.53672	0.11940999999999999	0.59953	0.11997999999999999	3.7911599999999996	0.000149946	0.0277533	1.55669	2.943
NFIA	SP3	0.36908	0.02568	0.38736	0.025689999999999998	3.35595	0.000790925	0.0278659	1.55493	0.42911000000000005	0.0072900000000000005	0.45881000000000005	0.0072900000000000005	3.56952	0.00035763300000000005	0.0417589	1.37925	2.934
SP3	ZBTB5	0.36908	0.02568	0.38736	0.025689999999999998	3.35595	0.000790925	0.0278659	1.55493	0.42911000000000005	0.0072900000000000005	0.45881000000000005	0.0072900000000000005	3.56952	0.00035763300000000005	0.0417589	1.37925	2.934
KLF16	SP3	0.36908	0.02568	0.38736	0.025689999999999998	3.35595	0.000790925	0.0278659	1.55493	0.42911000000000005	0.0072900000000000005	0.45881000000000005	0.0072900000000000005	3.56952	0.00035763300000000005	0.0417589	1.37925	2.934
FOXG1	SP3	0.36908	0.02568	0.38736	0.025689999999999998	3.35595	0.000790925	0.0278659	1.55493	0.42911000000000005	0.0072900000000000005	0.45881000000000005	0.0072900000000000005	3.56952	0.00035763300000000005	0.0417589	1.37925	2.934
CBX8	SP3	0.36908	0.02568	0.38736	0.025689999999999998	3.35595	0.000790925	0.0278659	1.55493	0.42911000000000005	0.0072900000000000005	0.45881000000000005	0.0072900000000000005	3.56952	0.00035763300000000005	0.0417589	1.37925	2.934
SP3	ZBTB17	0.36908	0.02568	0.38736	0.025689999999999998	3.35595	0.000790925	0.0278659	1.55493	0.42911000000000005	0.0072900000000000005	0.45881000000000005	0.0072900000000000005	3.56952	0.00035763300000000005	0.0417589	1.37925	2.934
DLX5	IFI16	-0.69682	-0.4774	-0.86108	-0.51961	-3.16847	0.00153245	0.0400192	1.39773	-0.69545	-0.36628	-0.85844	-0.38411999999999996	-3.7498199999999997	0.00017696200000000002	0.029920099999999998	1.52404	2.922
GATA6	PAX6	-0.25174	0.1082	-0.25727	0.10862999999999999	-3.39514	0.0006859360000000001	0.0259467	1.58592	-0.37318	0.0495	-0.39211	0.04954	-3.49159	0.000480157	0.0480274	1.31851	2.904
NFIL3	POU2F2	0.10446	-0.25339	0.10485	-0.25903000000000004	3.37641	0.000734371	0.026946299999999996	1.5695	0.45303999999999994	0.044239999999999995	0.48851000000000006	0.04427	3.51206	0.000444655	0.0462941	1.33447	2.904
EGR1	YBX1	-0.30728	0.037160000000000006	-0.31754	0.03718	-3.29138	0.0009969739999999999	0.0316921	1.49905	-0.54174	-0.15049	-0.6066199999999999	-0.15164	-3.59688	0.000322055	0.0395913	1.4024	2.901
CRTC1	FOXO3	0.27532	-0.05442	0.28261	-0.054470000000000005	3.12774	0.00176155	0.0432931	1.36358	0.4218	-0.02259	0.44988	-0.02259	3.7352300000000005	0.00018754400000000002	0.0309007	1.51003	2.874
IFI16	MYBL2	-0.79176	-0.62679	-1.07613	-0.73611	-3.15502	0.00160487	0.04115069999999999	1.38562	-0.80776	-0.5748	-1.12056	-0.65467	-3.68319	0.00023033	0.03393909999999999	1.4693	2.855
NF1	RUNX3	-0.44636000000000003	-0.13587	-0.48013999999999996	-0.13672	-3.1865900000000003	0.0014396	0.0388327	1.4108	-0.34836999999999996	0.09297000000000001	-0.36359	0.09324	-3.61155	0.000304371	0.038749	1.41174	2.823
SFPQ	ZNF143	0.32702	0.009470000000000001	0.33949	0.009470000000000001	3.06216	0.00219746	0.049157	1.30841	0.53337	0.12155	0.5948399999999999	0.12215	3.73694	0.000186272	0.0308203	1.51116	2.820
EBF3	SP3	-0.35115999999999997	-0.023880000000000002	-0.36676	-0.023880000000000002	-3.1815700000000002	0.00146478	0.0391839	1.40689	-0.41627	0.01176	-0.44317	0.01176	-3.59657	0.000322442	0.0396129	1.40216	2.809
RUNX3	SIX1	-0.09834	0.24813000000000002	-0.09866	0.25342	-3.2669099999999998	0.0010873	0.03324269999999999	1.4783	-0.36746	0.057120000000000004	-0.38548000000000004	0.057179999999999995	-3.49955	0.00046604400000000004	0.0472936	1.3252	2.803
CDX2	KDM2A	0.27869	-0.05605	0.28626	-0.05611	3.17677	0.00148924	0.039495	1.40346	0.55411	0.17301	0.62429	0.17477	3.55381	0.000379699	0.0431418	1.3651	2.769
DLX4	ZNF143	-0.28312	0.045360000000000004	-0.29107	0.04539	-3.12202	0.00179615	0.0437788	1.35874	-0.34395	0.09186	-0.35857	0.09212000000000001	-3.5629699999999995	0.000366681	0.042347699999999995	1.37317	2.732
ID4	ZNF143	-0.28312	0.045360000000000004	-0.29107	0.04539	-3.12202	0.00179615	0.0437788	1.35874	-0.34395	0.09186	-0.35857	0.09212000000000001	-3.5629699999999995	0.000366681	0.042347699999999995	1.37317	2.732
ECD	TSC22D3	-0.51753	-0.2256	-0.57296	-0.22955	-3.18642	0.00144047	0.0388349	1.41078	-0.5322100000000001	-0.15184	-0.59323	-0.15303	-3.4801	0.0005012269999999999	0.0491388	1.3085799999999999	2.719
HOXA10	SMAD4	-0.26905999999999997	0.05513	-0.27585	0.055189999999999996	-3.0717	0.00212846	0.048308699999999996	1.31597	-0.31793000000000005	0.12498	-0.32935	0.12563	-3.59695	0.000321967	0.0395913	1.4024	2.718
E2F3	SP3	-0.33937	-0.02402	-0.35338	-0.02402	-3.05608	0.00224252	0.049639300000000004	1.30417	-0.37755	0.05853	-0.3972	0.058589999999999996	-3.60336	0.000314128	0.039303899999999996	1.4055600000000001	2.710
GCM2	SPIB	0.52325	0.23940999999999998	0.58081	0.24415	3.1238200000000003	0.00178518	0.043617500000000003	1.3603399999999999	0.46238	0.054560000000000004	0.50033	0.05462	3.52369	0.00042557900000000004	0.0453487	1.34344	2.704
NFYC	SOX17	0.24199	-0.08946	0.24689	-0.0897	3.12322	0.00178883	0.0436775	1.35974	0.35122	-0.07672999999999999	0.36683000000000004	-0.07687999999999999	3.5078699999999996	0.000451703	0.0465106	1.33245	2.692
MLLT10	SP3	0.35374	0.03275	0.36971	0.032760000000000004	3.12653	0.00176885	0.0434073	1.3624399999999999	0.34478000000000003	-0.08312	0.35951	-0.08331000000000001	3.50083	0.00046382	0.0471897	1.32615	2.689
